Year,Month,yday,date,Tide range (m)
2019,10,15,10/15/2019,0.728
2019,10,16,10/16/2019,0.741
2019,10,17,10/17/2019,0.709
2019,10,18,10/18/2019,0.683
2019,10,19,10/19/2019,0.669
2019,10,20,10/20/2019,0.612
2019,10,21,10/21/2019,0.579
2019,10,22,10/22/2019,0.613
2019,10,23,10/23/2019,0.629
2019,10,24,10/24/2019,0.702
2019,10,25,10/25/2019,0.762
2019,10,26,10/26/2019,0.864
2019,10,27,10/27/2019,0.932
2019,10,28,10/28/2019,0.949
2019,10,29,10/29/2019,0.909
2019,10,30,10/30/2019,0.876
2019,10,31,10/31/2019,0.804
2019,11,1,11/1/2019,0.721
2019,11,2,11/2/2019,0.633
2019,11,3,11/3/2019,0.546
2019,11,4,11/4/2019,0.522
2019,11,5,11/5/2019,0.475
2019,11,6,11/6/2019,0.497
2019,11,7,11/7/2019,0.507
2019,11,8,11/8/2019,0.614
2019,11,9,11/9/2019,0.649
2019,11,10,11/10/2019,0.65
2019,11,11,11/11/2019,0.724
2019,11,12,11/12/2019,0.767
2019,11,13,11/13/2019,0.756
2019,11,14,11/14/2019,0.795
2019,11,15,11/15/2019,0.735
2019,11,16,11/16/2019,0.761
2019,11,17,11/17/2019,0.684
2019,11,18,11/18/2019,0.672
2019,11,19,11/19/2019,0.666
2019,11,20,11/20/2019,0.656
2019,11,21,11/21/2019,0.664
2019,11,22,11/22/2019,0.803
2019,11,23,11/23/2019,0.782
2019,11,24,11/24/2019,0.83
2019,11,25,11/25/2019,0.928
2019,11,26,11/26/2019,0.877
2019,11,27,11/27/2019,0.855
2019,11,28,11/28/2019,0.792
2019,11,29,11/29/2019,0.787
2019,11,30,11/30/2019,0.692
2019,12,1,12/1/2019,0.633
2019,12,2,12/2/2019,0.54
2019,12,3,12/3/2019,0.503
2019,12,4,12/4/2019,0.496
2019,12,5,12/5/2019,0.481
2019,12,6,12/6/2019,0.506
2019,12,7,12/7/2019,0.542
2019,12,8,12/8/2019,0.594
2019,12,9,12/9/2019,0.628
2019,12,10,12/10/2019,0.666
2019,12,11,12/11/2019,0.709
2019,12,12,12/12/2019,0.777
2019,12,13,12/13/2019,0.786
2019,12,14,12/14/2019,0.803
2019,12,15,12/15/2019,0.771
2019,12,16,12/16/2019,0.729
2019,12,17,12/17/2019,0.675
2019,12,18,12/18/2019,0.668
2019,12,19,12/19/2019,0.621
2019,12,20,12/20/2019,0.621
2019,12,21,12/21/2019,0.745
2019,12,22,12/22/2019,0.718
2019,12,23,12/23/2019,0.719
2019,12,24,12/24/2019,0.796
2019,12,25,12/25/2019,0.828
2019,12,26,12/26/2019,0.852
2019,12,27,12/27/2019,0.784
2019,12,28,12/28/2019,0.75
2019,12,29,12/29/2019,0.679
2019,12,30,12/30/2019,0.62
2019,12,31,12/31/2019,0.583
2020,1,1,1/1/2020,0.541
2020,1,2,1/2/2020,0.48
2020,1,3,1/3/2020,0.485
2020,1,4,1/4/2020,0.649
2020,1,5,1/5/2020,0.505
2020,1,6,1/6/2020,0.545
2020,1,7,1/7/2020,0.638
2020,1,8,1/8/2020,0.706
2020,1,9,1/9/2020,0.715
2020,1,10,1/10/2020,0.817
2020,1,11,1/11/2020,0.748
2020,1,12,1/12/2020,0.832
2020,1,13,1/13/2020,0.819
2020,1,14,1/14/2020,0.748
2020,1,15,1/15/2020,0.723
2020,1,16,1/16/2020,0.67
2020,1,17,1/17/2020,0.645
2020,1,18,1/18/2020,0.677
2020,1,19,1/19/2020,0.659
2020,1,20,1/20/2020,0.644
2020,1,21,1/21/2020,0.722
2020,1,22,1/22/2020,0.84
2020,1,23,1/23/2020,0.806
2020,1,24,1/24/2020,0.768
2020,1,25,1/25/2020,0.703
2020,1,26,1/26/2020,0.759
2020,1,27,1/27/2020,0.734
2020,1,28,1/28/2020,0.64
2020,1,29,1/29/2020,0.592
2020,1,30,1/30/2020,0.589
2020,1,31,1/31/2020,0.524
2020,2,1,2/1/2020,0.628
2020,2,2,2/2/2020,0.475
2020,2,3,2/3/2020,0.494
2020,2,4,2/4/2020,0.564
2020,2,5,2/5/2020,0.554
2020,2,6,2/6/2020,0.643
2020,2,7,2/7/2020,0.707
2020,2,8,2/8/2020,0.835
2020,2,9,2/9/2020,0.896
2020,2,10,2/10/2020,0.851
2020,2,11,2/11/2020,0.844
2020,2,12,2/12/2020,0.815
2020,2,13,2/13/2020,0.832
2020,2,14,2/14/2020,0.75
2020,2,15,2/15/2020,0.586
2020,2,16,2/16/2020,0.63
2020,2,17,2/17/2020,0.602
2020,2,18,2/18/2020,0.61
2020,2,19,2/19/2020,0.584
2020,2,20,2/20/2020,0.685
2020,2,21,2/21/2020,0.681
2020,2,22,2/22/2020,0.813
2020,2,23,2/23/2020,0.684
2020,2,24,2/24/2020,0.7
2020,2,25,2/25/2020,0.655
2020,2,26,2/26/2020,0.651
2020,2,27,2/27/2020,0.568
2020,2,28,2/28/2020,0.599
2020,2,29,2/29/2020,0.535
2020,3,1,3/1/2020,0.502
2020,3,2,3/2/2020,0.542
2020,3,3,3/3/2020,0.528
2020,3,4,3/4/2020,0.524
2020,3,5,3/5/2020,0.608
2020,3,6,3/6/2020,0.617
2020,3,7,3/7/2020,0.756
2020,3,8,3/8/2020,0.814
2020,3,9,3/9/2020,0.915
2020,3,10,3/10/2020,0.91
2020,3,11,3/11/2020,0.92
2020,3,12,3/12/2020,0.877
2020,3,13,3/13/2020,0.893
2020,3,14,3/14/2020,0.827
2020,3,15,3/15/2020,0.696
2020,3,16,3/16/2020,0.595
2020,3,17,3/17/2020,0.568
2020,3,18,3/18/2020,0.591
2020,3,19,3/19/2020,0.562
2020,3,20,3/20/2020,0.548
2020,3,21,3/21/2020,0.578
2020,3,22,3/22/2020,0.663
2020,3,23,3/23/2020,0.64
2020,3,24,3/24/2020,0.638
2020,3,25,3/25/2020,0.632
2020,3,26,3/26/2020,0.646
2020,3,27,3/27/2020,0.653
2020,3,28,3/28/2020,0.621
2020,3,29,3/29/2020,0.601
2020,3,30,3/30/2020,0.598
2020,3,31,3/31/2020,0.507
2020,4,1,4/1/2020,0.537
2020,4,2,4/2/2020,0.565
2020,4,3,4/3/2020,0.609
2020,4,4,4/4/2020,0.659
2020,4,5,4/5/2020,0.777
2020,4,6,4/6/2020,0.853
2020,4,7,4/7/2020,0.917
2020,4,8,4/8/2020,0.942
2020,4,9,4/9/2020,0.932
2020,4,10,4/10/2020,0.884
2020,4,11,4/11/2020,0.832
2020,4,12,4/12/2020,0.792
2020,4,13,4/13/2020,0.789
2020,4,14,4/14/2020,0.606
2020,4,15,4/15/2020,0.491
2020,4,16,4/16/2020,0.578
2020,4,17,4/17/2020,0.494
2020,4,18,4/18/2020,0.538
2020,4,19,4/19/2020,0.582
2020,4,20,4/20/2020,0.577
2020,4,21,4/21/2020,0.686
2020,4,22,4/22/2020,0.726
2020,4,23,4/23/2020,0.684
2020,4,24,4/24/2020,0.673
2020,4,25,4/25/2020,0.67
2020,4,26,4/26/2020,0.716
2020,4,27,4/27/2020,0.644
2020,4,28,4/28/2020,0.623
2020,4,29,4/29/2020,0.544
2020,4,30,4/30/2020,0.574
2020,5,1,5/1/2020,0.566
2020,5,2,5/2/2020,0.585
2020,5,3,5/3/2020,0.65
2020,5,4,5/4/2020,0.735
2020,5,5,5/5/2020,0.876
2020,5,6,5/6/2020,0.881
2020,5,7,5/7/2020,0.958
2020,5,8,5/8/2020,0.904
2020,5,9,5/9/2020,0.891
2020,5,10,5/10/2020,0.763
2020,5,11,5/11/2020,0.736
2020,5,12,5/12/2020,0.693
2020,5,13,5/13/2020,0.533
2020,5,14,5/14/2020,0.467
2020,5,15,5/15/2020,0.551
2020,5,16,5/16/2020,0.51
2020,5,17,5/17/2020,0.54
2020,5,18,5/18/2020,0.587
2020,5,19,5/19/2020,0.573
2020,5,20,5/20/2020,0.64
2020,5,21,5/21/2020,0.69
2020,5,22,5/22/2020,0.702
2020,5,23,5/23/2020,0.731
2020,5,24,5/24/2020,0.738
2020,5,25,5/25/2020,0.664
2020,5,26,5/26/2020,0.713
2020,5,27,5/27/2020,0.696
2020,5,28,5/28/2020,0.627
2020,5,29,5/29/2020,0.587
2020,5,30,5/30/2020,0.585
2020,5,31,5/31/2020,0.656
2020,6,1,6/1/2020,0.715
2020,6,2,6/2/2020,0.786
2020,6,3,6/3/2020,0.828
2020,6,4,6/4/2020,0.819
2020,6,5,6/5/2020,0.828
2020,6,6,6/6/2020,0.829
2020,6,7,6/7/2020,0.809
2020,6,8,6/8/2020,0.753
2020,6,9,6/9/2020,0.684
2020,6,10,6/10/2020,0.614
2020,6,11,6/11/2020,0.597
2020,6,12,6/12/2020,0.53
2020,6,13,6/13/2020,0.518
2020,6,14,6/14/2020,0.525
2020,6,15,6/15/2020,0.498
2020,6,16,6/16/2020,0.568
2020,6,17,6/17/2020,0.585
2020,6,18,6/18/2020,0.596
2020,6,19,6/19/2020,0.616
2020,6,20,6/20/2020,0.708
2020,6,21,6/21/2020,0.71
2020,6,22,6/22/2020,0.718
2020,6,23,6/23/2020,0.742
2020,6,24,6/24/2020,0.702
2020,6,25,6/25/2020,0.691
2020,6,26,6/26/2020,0.714
2020,6,27,6/27/2020,0.629
2020,6,28,6/28/2020,0.65
2020,6,29,6/29/2020,0.689
2020,6,30,6/30/2020,0.697
2020,7,1,7/1/2020,0.758
2020,7,2,7/2/2020,0.78
2020,7,3,7/3/2020,0.803
2020,7,4,7/4/2020,0.809
2020,7,5,7/5/2020,0.742
2020,7,6,7/6/2020,0.772
2020,7,7,7/7/2020,0.711
2020,7,8,7/8/2020,0.625
2020,7,9,7/9/2020,0.589
2020,7,10,7/10/2020,0.635
2020,7,11,7/11/2020,0.533
2020,7,12,7/12/2020,0.539
2020,7,13,7/13/2020,0.524
2020,7,14,7/14/2020,0.49
2020,7,15,7/15/2020,0.531
2020,7,16,7/16/2020,0.566
2020,7,17,7/17/2020,0.607
2020,7,18,7/18/2020,0.71
2020,7,19,7/19/2020,0.711
2020,7,20,7/20/2020,0.724
2020,7,21,7/21/2020,0.769
2020,7,22,7/22/2020,0.76
2020,7,23,7/23/2020,0.702
2020,7,24,7/24/2020,0.711
2020,7,25,7/25/2020,0.687
2020,7,26,7/26/2020,0.735
2020,7,27,7/27/2020,0.667
2020,7,28,7/28/2020,0.647
2020,7,29,7/29/2020,0.678
2020,7,30,7/30/2020,0.723
2020,7,31,7/31/2020,0.752
2020,8,1,8/1/2020,0.741
2020,8,2,8/2/2020,0.717
2020,8,3,8/3/2020,0.733
2020,8,4,8/4/2020,0.716
2020,8,5,8/5/2020,0.688
2020,8,6,8/6/2020,0.64
2020,8,7,8/7/2020,0.578
2020,8,8,8/8/2020,0.588
2020,8,9,8/9/2020,0.568
2020,8,10,8/10/2020,0.525
2020,8,11,8/11/2020,0.502
2020,8,12,8/12/2020,0.505
2020,8,13,8/13/2020,0.521
2020,8,14,8/14/2020,0.53
2020,8,15,8/15/2020,0.583
2020,8,16,8/16/2020,0.667
2020,8,17,8/17/2020,0.744
2020,8,18,8/18/2020,0.82
2020,8,19,8/19/2020,0.841
2020,8,20,8/20/2020,0.845
2020,8,21,8/21/2020,0.839
2020,8,22,8/22/2020,0.832
2020,8,23,8/23/2020,0.779
2020,8,24,8/24/2020,0.727
2020,8,25,8/25/2020,0.689
2020,8,26,8/26/2020,0.653
2020,8,27,8/27/2020,0.635
2020,8,28,8/28/2020,0.639
2020,8,29,8/29/2020,0.657
2020,8,30,8/30/2020,0.669
2020,8,31,8/31/2020,0.689
2020,9,1,9/1/2020,0.695
2020,9,2,9/2/2020,0.699
2020,9,3,9/3/2020,0.661
2020,9,4,9/4/2020,0.646
2020,9,5,9/5/2020,0.622
2020,9,6,9/6/2020,0.64
2020,9,7,9/7/2020,0.564
2020,9,8,9/8/2020,0.536
2020,9,9,9/9/2020,0.506
2020,9,10,9/10/2020,0.512
2020,9,11,9/11/2020,0.503
2020,9,12,9/12/2020,0.487
2020,9,13,9/13/2020,0.58
2020,9,14,9/14/2020,0.661
2020,9,15,9/15/2020,0.761
2020,9,16,9/16/2020,0.806
2020,9,17,9/17/2020,0.846
2020,9,18,9/18/2020,0.885
2020,9,19,9/19/2020,0.938
2020,9,20,9/20/2020,0.917
2020,9,21,9/21/2020,0.882
2020,9,22,9/22/2020,0.753
2020,9,23,9/23/2020,0.706
2020,9,24,9/24/2020,0.633
2020,9,25,9/25/2020,0.615
2020,9,26,9/26/2020,0.595
2020,9,27,9/27/2020,0.654
2020,9,28,9/28/2020,0.638
2020,9,29,9/29/2020,0.676
2020,9,30,9/30/2020,0.659
2020,10,1,10/1/2020,0.668
2020,10,2,10/2/2020,0.682
2020,10,3,10/3/2020,0.69
2020,10,4,10/4/2020,0.645
2020,10,5,10/5/2020,0.626
2020,10,6,10/6/2020,0.595
2020,10,7,10/7/2020,0.547
2020,10,8,10/8/2020,0.564
2020,10,9,10/9/2020,0.507
2020,10,10,10/10/2020,0.485
2020,10,11,10/11/2020,0.527
2020,10,12,10/12/2020,0.607
2020,10,13,10/13/2020,0.678
2020,10,14,10/14/2020,0.783
2020,10,15,10/15/2020,0.834
2020,10,16,10/16/2020,0.923
2020,10,17,10/17/2020,1.001
2020,10,18,10/18/2020,0.963
2020,10,19,10/19/2020,0.939
2020,10,20,10/20/2020,0.869
2020,10,21,10/21/2020,0.763
2020,10,22,10/22/2020,0.682
2020,10,23,10/23/2020,0.6
2020,10,24,10/24/2020,0.604
2020,10,25,10/25/2020,0.552
2020,10,26,10/26/2020,0.557
2020,10,27,10/27/2020,0.564
2020,10,28,10/28/2020,0.626
2020,10,29,10/29/2020,0.622
2020,10,30,10/30/2020,0.633
2020,10,31,10/31/2020,0.671
2020,11,1,11/1/2020,0.686
2020,11,2,11/2/2020,0.696
2020,11,3,11/3/2020,0.634
2020,11,4,11/4/2020,0.633
2020,11,5,11/5/2020,0.623
2020,11,6,11/6/2020,0.562
2020,11,7,11/7/2020,0.531
2020,11,8,11/8/2020,0.531
2020,11,9,11/9/2020,0.687
2020,11,10,11/10/2020,0.657
2020,11,11,11/11/2020,0.777
2020,11,12,11/12/2020,0.714
2020,11,13,11/13/2020,0.84
2020,11,14,11/14/2020,0.927
2020,11,15,11/15/2020,0.943
2020,11,16,11/16/2020,0.981
2020,11,17,11/17/2020,0.881
2020,11,18,11/18/2020,0.849
2020,11,19,11/19/2020,0.728
2020,11,20,11/20/2020,0.619
2020,11,21,11/21/2020,0.572
2020,11,22,11/22/2020,0.532
2020,11,23,11/23/2020,0.522
2020,11,24,11/24/2020,0.515
2020,11,25,11/25/2020,0.589
2020,11,26,11/26/2020,0.589
2020,11,27,11/27/2020,0.614
2020,11,28,11/28/2020,0.65
2020,11,29,11/29/2020,0.673
2020,11,30,11/30/2020,0.662
2020,12,1,12/1/2020,0.635
2020,12,2,12/2/2020,0.731
2020,12,3,12/3/2020,0.687
2020,12,4,12/4/2020,0.627
2020,12,5,12/5/2020,0.627
2020,12,6,12/6/2020,0.636
2020,12,7,12/7/2020,0.597
2020,12,8,12/8/2020,0.618
2020,12,9,12/9/2020,0.662
2020,12,10,12/10/2020,0.709
2020,12,11,12/11/2020,0.775
2020,12,12,12/12/2020,0.823
2020,12,13,12/13/2020,0.891
2020,12,14,12/14/2020,0.861
2020,12,15,12/15/2020,0.935
2020,12,16,12/16/2020,0.872
2020,12,17,12/17/2020,0.807
2020,12,18,12/18/2020,0.744
2020,12,19,12/19/2020,0.678
2020,12,20,12/20/2020,0.57
2020,12,21,12/21/2020,0.597
2020,12,22,12/22/2020,0.483
2020,12,23,12/23/2020,0.485
2020,12,24,12/24/2020,0.581
2020,12,25,12/25/2020,0.513
2020,12,26,12/26/2020,0.553
2020,12,27,12/27/2020,0.643
2020,12,28,12/28/2020,0.63
2020,12,29,12/29/2020,0.635
2020,12,30,12/30/2020,0.673
2020,12,31,12/31/2020,0.684
2021,1,1,1/1/2021,0.637
2021,1,2,1/2/2021,0.681
2021,1,3,1/3/2021,0.633
2021,1,4,1/4/2021,0.639
2021,1,5,1/5/2021,0.626
2021,1,6,1/6/2021,0.623
2021,1,7,1/7/2021,0.675
2021,1,8,1/8/2021,0.716
2021,1,9,1/9/2021,0.747
2021,1,10,1/10/2021,0.774
2021,1,11,1/11/2021,0.799
2021,1,12,1/12/2021,0.802
2021,1,13,1/13/2021,0.857
2021,1,14,1/14/2021,0.807
2021,1,15,1/15/2021,0.805
2021,1,16,1/16/2021,0.703
2021,1,17,1/17/2021,0.724
2021,1,18,1/18/2021,0.628
2021,1,19,1/19/2021,0.555
2021,1,20,1/20/2021,0.483
2021,1,21,1/21/2021,0.492
2021,1,22,1/22/2021,0.486
2021,1,23,1/23/2021,0.494
2021,1,24,1/24/2021,0.499
2021,1,25,1/25/2021,0.596
2021,1,26,1/26/2021,0.603
2021,1,27,1/27/2021,0.667
2021,1,28,1/28/2021,0.678
2021,1,29,1/29/2021,0.812
2021,1,30,1/30/2021,0.839
2021,1,31,1/31/2021,0.755
2021,2,1,2/1/2021,0.742
2021,2,2,2/2/2021,0.723
2021,2,3,2/3/2021,0.695
2021,2,4,2/4/2021,0.644
2021,2,5,2/5/2021,0.69
2021,2,6,2/6/2021,0.689
2021,2,7,2/7/2021,0.729
2021,2,8,2/8/2021,0.694
2021,2,9,2/9/2021,0.702
2021,2,10,2/10/2021,0.764
2021,2,11,2/11/2021,0.748
2021,2,12,2/12/2021,0.75
2021,2,13,2/13/2021,0.707
2021,2,14,2/14/2021,0.668
2021,2,15,2/15/2021,0.608
2021,2,16,2/16/2021,0.589
2021,2,17,2/17/2021,0.535
2021,2,18,2/18/2021,0.483
2021,2,19,2/19/2021,0.537
2021,2,20,2/20/2021,0.416
2021,2,21,2/21/2021,0.38
2021,2,22,2/22/2021,0.533
2021,2,23,2/23/2021,0.496
2021,2,24,2/24/2021,0.566
2021,2,25,2/25/2021,0.689
2021,2,26,2/26/2021,0.74
2021,2,27,2/27/2021,0.777
2021,2,28,2/28/2021,0.786
2021,3,1,3/1/2021,0.815
2021,3,2,3/2/2021,0.846
2021,3,3,3/3/2021,0.844
2021,3,4,3/4/2021,0.723
2021,3,5,3/5/2021,0.684
2021,3,6,3/6/2021,0.645
2021,3,7,3/7/2021,0.666
2021,3,8,3/8/2021,0.59
2021,3,9,3/9/2021,0.603
2021,3,10,3/10/2021,0.677
2021,3,11,3/11/2021,0.688
2021,3,12,3/12/2021,0.708
2021,3,13,3/13/2021,0.766
2021,3,14,3/14/2021,0.709
2021,3,15,3/15/2021,0.693
2021,3,16,3/16/2021,0.683
2021,3,17,3/17/2021,0.624
2021,3,18,3/18/2021,0.629
2021,3,19,3/19/2021,0.494
2021,3,20,3/20/2021,0.493
2021,3,21,3/21/2021,0.475
2021,3,22,3/22/2021,0.435
2021,3,23,3/23/2021,0.467
2021,3,24,3/24/2021,0.544
2021,3,25,3/25/2021,0.633
2021,3,26,3/26/2021,0.656
2021,3,27,3/27/2021,0.746
2021,3,28,3/28/2021,0.848
2021,3,29,3/29/2021,0.899
2021,3,30,3/30/2021,0.881
2021,3,31,3/31/2021,0.846
2021,4,1,4/1/2021,0.741
2021,4,2,4/2/2021,0.779
2021,4,3,4/3/2021,0.656
2021,4,4,4/4/2021,0.611
2021,4,5,4/5/2021,0.629
2021,4,6,4/6/2021,0.595
2021,4,7,4/7/2021,0.58
2021,4,8,4/8/2021,0.585
2021,4,9,4/9/2021,0.644
2021,4,10,4/10/2021,0.681
2021,4,11,4/11/2021,0.648
2021,4,12,4/12/2021,0.689
2021,4,13,4/13/2021,0.695
2021,4,14,4/14/2021,0.653
2021,4,15,4/15/2021,0.601
2021,4,16,4/16/2021,0.553
2021,4,17,4/17/2021,0.605
2021,4,18,4/18/2021,0.495
2021,4,19,4/19/2021,0.534
2021,4,20,4/20/2021,0.462
2021,4,21,4/21/2021,0.498
2021,4,22,4/22/2021,0.562
2021,4,23,4/23/2021,0.61
2021,4,24,4/24/2021,0.708
2021,4,25,4/25/2021,0.864
2021,4,26,4/26/2021,0.928
2021,4,27,4/27/2021,0.937
2021,4,28,4/28/2021,0.936
2021,4,29,4/29/2021,0.875
2021,4,30,4/30/2021,0.848
2021,5,1,5/1/2021,0.755
2021,5,2,5/2/2021,0.71
2021,5,3,5/3/2021,0.612
2021,5,4,5/4/2021,0.581
2021,5,5,5/5/2021,0.549
2021,5,6,5/6/2021,0.598
2021,5,7,5/7/2021,0.628
2021,5,8,5/8/2021,0.635
2021,5,9,5/9/2021,0.62
2021,5,10,5/10/2021,0.678
2021,5,11,5/11/2021,0.67
2021,5,12,5/12/2021,0.676
2021,5,13,5/13/2021,0.645
2021,5,14,5/14/2021,0.639
2021,5,15,5/15/2021,0.659
2021,5,16,5/16/2021,0.606
2021,5,17,5/17/2021,0.573
2021,5,18,5/18/2021,0.52
2021,5,19,5/19/2021,0.534
2021,5,20,5/20/2021,0.521
2021,5,21,5/21/2021,0.542
2021,5,22,5/22/2021,0.638
2021,5,23,5/23/2021,0.744
2021,5,24,5/24/2021,0.814
2021,5,25,5/25/2021,0.873
2021,5,26,5/26/2021,0.94
2021,5,27,5/27/2021,0.912
2021,5,28,5/28/2021,0.902
2021,5,29,5/29/2021,0.76
2021,5,30,5/30/2021,0.764
2021,5,31,5/31/2021,0.708
2021,6,1,6/1/2021,0.612
2021,6,2,6/2/2021,0.548
2021,6,3,6/3/2021,0.572
2021,6,4,6/4/2021,0.551
2021,6,5,6/5/2021,0.556
2021,6,6,6/6/2021,0.585
2021,6,7,6/7/2021,0.612
2021,6,8,6/8/2021,0.626
2021,6,9,6/9/2021,0.663
2021,6,10,6/10/2021,0.652
2021,6,11,6/11/2021,0.655
2021,6,12,6/12/2021,0.655
2021,6,13,6/13/2021,0.622
2021,6,14,6/14/2021,0.61
2021,6,15,6/15/2021,0.64
2021,6,16,6/16/2021,0.623
2021,6,17,6/17/2021,0.553
2021,6,18,6/18/2021,0.557
2021,6,19,6/19/2021,0.636
2021,6,20,6/20/2021,0.68
2021,6,21,6/21/2021,0.745
2021,6,22,6/22/2021,0.804
2021,6,23,6/23/2021,0.876
2021,6,24,6/24/2021,0.884
2021,6,25,6/25/2021,0.87
2021,6,26,6/26/2021,0.844
2021,6,27,6/27/2021,0.761
2021,6,28,6/28/2021,0.727
2021,6,29,6/29/2021,0.668
2021,6,30,6/30/2021,0.579

